wavenumber,transmittance,label
3476.69,14.21389,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3477.172,14.19008,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3477.655,14.16291,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3478.137,14.13976,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3478.619,14.126,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3479.101,14.12416,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3479.583,14.13403,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3480.065,14.15394,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3480.547,14.18179,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3481.03,14.21538,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3481.512,14.25177,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3481.994,14.28651,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3482.476,14.31367,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3482.958,14.32762,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3483.44,14.32527,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3483.922,14.30801,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3484.405,14.28196,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3484.887,14.25645,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3485.369,14.24104,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3485.851,14.24213,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3486.333,14.26052,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3486.815,14.29122,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3487.297,14.32551,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3487.78,14.3549,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3488.262,14.37456,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3488.744,14.38462,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3489.226,14.38875,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3489.708,14.39127,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3490.19,14.39431,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3490.672,14.39704,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3491.155,14.39672,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3491.636,14.39114,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3492.119,14.38073,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3492.601,14.36934,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3493.083,14.36293,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3493.565,14.36715,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3494.047,14.38453,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3494.529,14.41327,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3495.011,14.44768,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3495.494,14.4805,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3495.976,14.50553,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3496.458,14.51951,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3496.94,14.52216,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3497.422,14.51503,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3497.904,14.49981,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3498.386,14.47788,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3498.869,14.45076,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3499.351,14.42159,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3499.833,14.39608,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3500.315,14.38255,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3500.797,14.38994,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3501.279,14.42455,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3501.761,14.4864,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3502.244,14.56729,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3502.726,14.65201,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3503.208,14.72331,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3503.69,14.76786,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3504.172,14.78049,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3504.654,14.76437,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3505.136,14.7282,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3505.619,14.6825,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3506.101,14.63714,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3506.583,14.60038,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3507.065,14.57912,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3507.547,14.57887,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3508.029,14.6029,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3508.511,14.65043,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3508.993,14.71526,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3509.476,14.78606,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3509.958,14.8497,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3510.44,14.89562,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3510.922,14.91953,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3511.404,14.9241,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3511.886,14.91691,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3512.368,14.90672,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3512.851,14.89994,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3513.333,14.89856,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3513.815,14.90046,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3514.297,14.90162,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3514.779,14.89923,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3515.261,14.89381,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3515.743,14.88937,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3516.226,14.89127,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3516.708,14.90295,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3517.19,14.9233,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3517.672,14.94635,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3518.154,14.96347,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3518.636,14.96761,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3519.118,14.95689,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3519.601,14.93615,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3520.083,14.91521,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3520.565,14.90535,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3521.047,14.91495,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3521.529,14.94625,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3522.011,14.99423,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3522.493,15.0483,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3522.976,15.09638,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3523.458,15.12976,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3523.94,15.14614,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3524.422,15.14977,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3524.904,15.14855,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3525.386,15.15083,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3525.868,15.16292,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3526.35,15.1882,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3526.833,15.22715,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3527.315,15.27773,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3527.797,15.3358,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3528.279,15.39581,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3528.761,15.45163,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3529.243,15.49779,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3529.725,15.53044,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3530.208,15.54806,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3530.69,15.55162,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3531.172,15.54411,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3531.654,15.52973,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3532.136,15.51299,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3532.618,15.49801,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3533.1,15.48851,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3533.583,15.488,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3534.065,15.49991,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3534.547,15.52708,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3535.029,15.57042,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3535.511,15.62729,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3535.993,15.69081,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3536.475,15.7511,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3536.958,15.79851,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3537.44,15.82692,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3537.922,15.83566,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3538.404,15.82895,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3538.886,15.81366,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3539.368,15.79633,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3539.85,15.78098,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3540.333,15.76825,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3540.814,15.75639,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3541.297,15.74347,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3541.779,15.72987,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3542.261,15.71975,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3542.743,15.72086,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3543.225,15.74234,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3543.707,15.79133,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3544.189,15.86948,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3544.672,15.97122,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3545.154,16.08464,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3545.636,16.19489,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3546.118,16.28827,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3546.6,16.35522,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3547.082,16.39142,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3547.564,16.39723,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3548.047,16.37673,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3548.529,16.33709,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3549.011,16.28839,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3549.493,16.24335,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3549.975,16.2164,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3550.457,16.22098,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3550.939,16.2653,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3551.422,16.34764,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3551.904,16.45415,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3552.386,16.56247,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3552.868,16.65029,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3553.35,16.70443,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3553.832,16.72437,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3554.314,16.71959,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3554.797,16.70332,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3555.279,16.68691,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3555.761,16.67633,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3556.243,16.67236,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3556.725,16.67271,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3557.207,16.67537,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3557.689,16.68094,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3558.171,16.69281,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3558.654,16.715,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3559.136,16.74882,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3559.618,16.7901,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3560.1,16.82926,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3560.582,16.85408,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3561.064,16.85447,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3561.546,16.82615,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3562.029,16.77229,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3562.511,16.70208,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3562.993,16.62831,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3563.475,16.56533,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3563.957,16.52855,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3564.439,16.53539,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3564.921,16.60592,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3565.404,16.75962,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3565.886,17.00463,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3566.368,17.32181,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3566.85,17.65774,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3567.332,17.94313,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3567.814,18.12761,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3568.296,18.19996,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3568.779,18.18157,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3569.261,18.10755,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3569.743,18.0119,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3570.225,17.92027,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3570.707,17.84807,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3571.189,17.80111,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3571.671,17.77812,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3572.154,17.77402,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3572.635,17.78356,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3573.118,17.80381,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3573.6,17.8346,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3574.082,17.87674,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3574.564,17.9294,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3575.046,17.98845,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3575.528,18.04719,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3576.01,18.09922,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3576.493,18.14177,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3576.975,18.17721,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3577.457,18.21206,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3577.939,18.25342,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3578.421,18.30509,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3578.903,18.36505,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3579.385,18.42597,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3579.868,18.47837,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3580.35,18.51476,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3580.832,18.53219,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3581.314,18.53224,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3581.796,18.51849,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3582.278,18.49381,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3582.76,18.45896,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3583.243,18.41376,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3583.725,18.36037,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3584.207,18.30753,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3584.689,18.2737,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3585.171,18.28761,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3585.653,18.38293,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3586.135,18.58457,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3586.618,18.88703,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3587.1,19.23933,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3587.582,19.55897,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3588.064,19.77521,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3588.546,19.86455,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3589.028,19.84874,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3589.51,19.76923,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3589.992,19.66514,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3590.475,19.56384,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3590.957,19.48129,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3591.439,19.42572,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3591.921,19.4019,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3592.403,19.4139,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3592.885,19.46531,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3593.367,19.55671,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3593.85,19.68174,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3594.332,19.82488,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3594.814,19.96424,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3595.296,20.07887,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3595.778,20.15681,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3596.26,20.19897,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3596.742,20.21762,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3597.225,20.23079,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3597.707,20.25595,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3598.189,20.30503,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3598.671,20.38209,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3599.153,20.48338,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3599.635,20.59983,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3600.117,20.72022,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3600.6,20.83385,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3601.082,20.93172,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3601.564,21.00673,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3602.046,21.05326,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3602.528,21.06802,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3603.01,21.05125,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3603.492,21.00827,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3603.975,20.95005,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3604.457,20.89271,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3604.939,20.85554,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3605.421,20.85788,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3605.903,20.91472,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3606.385,21.03181,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3606.867,21.20119,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3607.349,21.40008,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3607.832,21.59601,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3608.314,21.75837,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3608.796,21.86985,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3609.278,21.93061,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3609.76,21.95412,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3610.242,21.96023,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3610.724,21.97021,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3611.207,22.00441,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3611.689,22.07964,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3612.171,22.20421,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3612.653,22.37093,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3613.135,22.55416,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3613.617,22.7168,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3614.099,22.82643,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3614.582,22.86933,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3615.064,22.8542,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3615.546,22.80673,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3616.028,22.76182,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3616.51,22.75661,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3616.992,22.82432,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3617.474,22.98584,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3617.957,23.24019,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3618.439,23.55802,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3618.921,23.88768,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3619.403,24.17601,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3619.885,24.39088,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3620.367,24.5283,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3620.849,24.60287,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3621.332,24.63376,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3621.813,24.63659,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3622.296,24.62158,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3622.778,24.59517,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3623.26,24.56178,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3623.742,24.52497,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3624.224,24.4873,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3624.706,24.45065,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3625.188,24.4174,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3625.671,24.39381,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3626.153,24.39528,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3626.635,24.45277,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3627.117,24.61603,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3627.599,24.94208,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3628.081,25.45287,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3628.563,26.07556,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3629.046,26.64751,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3629.528,27.02901,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3630.01,27.19509,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3630.492,27.21015,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3630.974,27.15959,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3631.456,27.11235,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3631.938,27.11263,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3632.421,27.18061,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3632.903,27.3132,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3633.385,27.48757,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3633.867,27.67063,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3634.349,27.83399,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3634.831,27.9664,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3635.313,28.07556,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3635.796,28.18026,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3636.278,28.2991,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3636.76,28.4418,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3637.242,28.60591,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3637.724,28.77961,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3638.206,28.94906,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3638.688,29.10654,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3639.17,29.25454,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3639.653,29.40364,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3640.135,29.56554,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3640.617,29.74561,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3641.099,29.93822,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3641.581,30.12773,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3642.063,30.29484,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3642.545,30.42519,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3643.028,30.51538,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3643.51,30.57309,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3643.992,30.61264,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3644.474,30.6497,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3644.956,30.69796,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3645.438,30.76888,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3645.92,30.87387,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3646.403,31.02804,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3646.885,31.25288,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3647.367,31.57494,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3647.849,32.01629,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3648.331,32.57639,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3648.813,33.21556,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3649.295,33.8555,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3649.778,34.40803,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3650.26,34.81673,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3650.742,35.07655,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3651.224,35.21947,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3651.706,35.28811,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3652.188,35.31897,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3652.67,35.33958,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3653.153,35.37219,Blood_and_RNA_1mg_and_Lys_1mg.CSV
3653.635,35.43879,Blood_and_RNA_1mg_and_Lys_1mg.CSV
